0,8.512448979591839e-12
1,7.331555555555557e-12
2,8.432446808510644e-12
3,6.168426966292136e-12
4,9.828636363636361e-12
5,9.317789473684209e-12
6,8.578999999999997e-12
7,8.799700000000001e-12
8,9.677722772277226e-12
9,1.2305212765957446e-11
10,1.1250873786407762e-11
11,1.1947789473684215e-11
12,7.228453608247425e-12
13,8.239888888888892e-12
14,6.850217391304349e-12
15,7.264329896907217e-12
16,6.929255319148941e-12
17,6.880449438202252e-12
18,5.444736842105263e-12
19,6.654591836734691e-12
20,7.267941176470591e-12
21,8.604485981308412e-12
22,1.1108514851485151e-11
23,9.310000000000001e-12
